"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1995,26228.2879424658,41851.109,79970.156656,0.626704729436579,0.555544845
1996,28935.4854494536,41851.109,79970.156656,0.691391127758491,0.563906042
1997,26897.3372239726,41851.109,79970.156656,0.642691146463349,0.919799648
1998,30608.7734084852,42789.017,79994.856656,0.715341822610348,0.345412707
1999,27574.7488127093,42789.017,79994.856656,0.64443520197506,0.136420256
2000,28215.9362567349,42789.017,79994.856656,0.659420062319611,-0.237795006
2001,24428.1740218616,42789.017,79994.856656,0.57089822890443,-0.597011536
2002,25137.0676730594,42789.017,79994.856656,0.587465416021578,-0.285590493
2003,27688.3357423743,42789.017,79994.856656,0.647089783398723,-0.434849478
2004,26231.8255724956,42846.517,79994.856656,0.612227723725959,-0.072550073
2005,28531.9992157534,42846.517,79994.856656,0.665911752307741,-0.188527633
2006,28832.9041534247,42846.517,79994.856656,0.672934608743685,0.21289861
2007,28815.8272342466,42846.517,79994.856656,0.672536048478493,-0.3132168
2008,26731.7093668358,42846.517,79994.856656,0.623894571566594,-0.333547685
2009,29098.87622818,42790.917,79994.856656,0.680024600271596,-0.273204822
2010,29286.5368890411,42808.317,79994.856656,0.684131938404425,0.123678444
2011,27773.432544227,42808.317,79994.856656,0.648785901679503,0.58115347
2012,29056.9617419086,42808.317,79994.856656,0.678769075222196,-0.112177914
2013,28513.368077558,42808.317,79994.856656,0.666070756240149,NA
2014,27069.7971387747,42808.317,79994.856656,0.632349016168394,NA
2015,28180.5919205479,42902.017,79994.856656,0.656859371449784,NA
2016,28250.4992553924,42791.817,79994.856656,0.66018461556312,NA
2017,28819.5418650282,42791.817,79994.856656,0.673482546091189,NA
2018,28667.41798505,41909.509,79994.856656,0.684031349187366,NA
2019,22725.9412585735,35351.345,79994.856656,0.64285931012168,NA
2020,22684.9480535943,35351.345,79994.856656,0.641699716194512,NA
2021,17010.465443542,0,79994.856656,Inf,NA
