"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1988,18682.5681282069,35523.485,48636.93839544,0.525921601673004,0.017132944
1989,17815.1887191674,35966.285,48875.03839544,0.495330243842738,-0.264358341
1990,16194.8529528061,35966.285,48875.03839544,0.45027872500054,-0.205604939
1991,13601.7985043277,35966.285,48875.03839544,0.378181914098932,-0.331257188
1992,13806.5511466385,36245.685,48875.03839544,0.380915718564527,0.007947911
1993,20136.8997633423,36245.685,48875.03839544,0.555566814735115,0.418261772
1994,20729.0395461415,36245.685,48889.93839544,0.571903649941821,-0.401518844
1995,24135.7012173677,36731.814,48889.93839544,0.65707893482657,0.722373689
1996,28255.0488224245,37468.814,48889.93839544,0.754095094187515,-0.228801962
1997,26904.301592068,37468.814,49013.23839544,0.718045187981345,0.069794519
1998,27342.8416803821,37468.814,49013.23839544,0.72974932380785,0.947174167
1999,28063.1544182569,37468.814,49013.23839544,0.748973650947609,-0.064536064
2000,26653.7866512728,37468.814,50011.68839544,0.71135922933864,-0.184500022
2001,23089.7098023055,37872.614,50011.68839544,0.609667708764584,-0.304645891
2002,22444.5456634317,37872.614,50011.68839544,0.592632598938952,-0.575782291
2003,25228.1162890229,38846.364,50011.68839544,0.649433143576137,0.222736757
2004,24822.8468527612,38782.464,50011.68839544,0.640053371873464,-0.364814705
2005,26359.2818273767,38995.264,50011.68839544,0.675961107158468,0.738232664
2006,30104.4272328767,38995.264,50011.68839544,0.772002139359198,0.16257002
2007,26657.0308614457,39695.464,50011.68839544,0.671538462466283,-0.801210926
2008,20399.324101776,39695.464,50011.68839544,0.513895595269423,-0.656023824
2009,19968.1164047945,39695.464,50011.68839544,0.503032699272504,-0.405136963
2010,23415.2916726027,39695.464,50011.68839544,0.589873232684791,-0.038996875
2011,29271.6603191781,39695.464,50011.68839544,0.737405672325132,0.39728395
2012,28019.7045737705,39695.464,50011.68839544,0.705866659570234,-0.298415722
2013,24268.736089325,39695.464,50011.68839544,0.611373029657117,NA
2014,17141.8590502701,39695.464,50011.68839544,0.431834202776169,NA
2015,15170.7172754734,40189.464,50011.68839544,0.377479960306845,NA
2016,19464.0911966597,40284.564,50011.68839544,0.483164995819731,NA
2017,27617.3106986301,40346.664,50011.68839544,0.684500475643541,NA
2018,26881.7668017299,40381.964,50011.68839544,0.665687453976482,NA
2019,27528.1571596151,36775.887,50011.68839544,0.748538224506048,NA
2020,23790.7703216658,36540.187,50011.68839544,0.651085073036595,NA
2021,NA,11048.256,50011.68839544,NA,NA
